12296423;Rua das Condominhas;TRUE
12296600;Rua de Aleixo da Mota;FALSE
12296762; Rua do Aleixo da Mota;FALSE
12297710;;FALSE
12298305;Via Panoramica;FALSE
12300807;Ponte da Arrabida;FALSE
13702954;;FALSE
13703039;;FALSE
13703046;;FALSE
13703054;;FALSE
13703057;;FALSE
13703302;;FALSE
13703336;;FALSE
13703402;;FALSE
13703488;;FALSE
13799864;Rua de Diogo Botelho;TRUE
13800268;Rua de Diogo Botelho;TRUE
13843680;Rua de Dom Pedro de Meneses;FALSE
13848026;Rua de Pedro Olaio;FALSE
13848099;Rua de Pedro Olaio;FALSE
13848119;Rua de Grijo;FALSE
13848683;Rua de Entre Campos;FALSE
28394263;Rua de Feliciano de Castilho;FALSE
28394276;Rua de Antonio Cardoso;FALSE
28394279;Rua da Venezuela;FALSE
28394284;Rua da Venezuela;FALSE
28590727;Rua de Joao Rodrigues Cabrilho;FALSE
28593894;Rua de Serralves;FALSE
28594021;Rua de Afonso de Paiva;FALSE
28594022;Rua de Afonso de Paiva;FALSE
28618311;;FALSE
28618312;Rua de Diogo Botelho;TRUE
28618313;Rua de Antonio Bessa Leite;TRUE
28996911;Rua Guerra Junqueiro;FALSE
30444185;;FALSE
34613887;Rua de Gil Eanes;FALSE
35539786;;FALSE
35539787;Ponte da Arrabida;FALSE
36835962;;FALSE
36835963;Rua Dom Joao de Mascarenhas;FALSE
36835964;;FALSE
36835965;Rua de Felicidade Brown;FALSE
36835968;Rua de Antonio Nobre;FALSE
36835969;Rua do Doutor Jose de Figueiredo;FALSE
36835970;Rua de Alberto Oliveira;FALSE
36836030;Rua Doutor Nuno Pinheiro Torres;FALSE
36836033;Rua da Palmeiras;FALSE
36836034;Travessa da Mouteira;FALSE
36836035;Rua da Mouteira;FALSE
36836036;Rua de Penoucos;TRUE
36836044;Rua de Ciriaco Cardoso;FALSE
36836149;Rua do Professor Camara Sinval;FALSE
36836152;Rua de Julio Brandao;FALSE
36836162;Praca do Conde de Samodaes;FALSE
36854000;Rua do Furadouro;FALSE
39846852;Praca do Conde de Samodaes;FALSE
39846855;Rua de Soares de Passos;FALSE
39846859;Praca de Teixeira Lopes;FALSE
39846874;Rua de Coelho Lousada;FALSE
39896045;Calcada da Arrabida;FALSE
39896739;Rua Viterbo de Campos;FALSE
39896756;Calcada da Arrabida;FALSE
39911736;Rua Professor Jose Valente;FALSE
39911740;Travessa de Entre Campos;FALSE
39911751;Via Panoramica;FALSE
39911793;;FALSE
39911797;Rua do Universo;FALSE
39911803;Rua Professor Henrique David;FALSE
39911806;Rua Professor Abilio Cardoso;FALSE
39911810;Rua Professor Abilio Cardoso;FALSE
39911832;Via Panoramica;FALSE
39912031;;FALSE
39912159;;FALSE
39912248;;FALSE
39912284;;FALSE
39912565;;FALSE
39912600;;FALSE
39914599;Rua da Arrabida;FALSE
39914609;Rua da Mocidade da Arrabida;FALSE
39914619;Travessa do Alto da Arrabida;FALSE
39914627;Rua do Alto da Arrabida;FALSE
39914646;Rua da Arrabida;FALSE
39914653;Rua Julio Lourenco Pinto;FALSE
39914658;Rua do Progresso;FALSE
39914661;Travessa da Arrabida;FALSE
39914721;Rua da Arrabida;FALSE
39915315;Rua da Sociedade Nacional dos Fosforos;FALSE
39915326;Rua de Carvalho Barbosa;FALSE
39915333;Rua de Arnaldo Leite;FALSE
39920767;Rua do Estoril;FALSE
39921294;Rua do Furadouro;FALSE
39921299;Rua de Leca;FALSE
39921304;Rua da Nazare;FALSE
39922113;Rua de Miramar;FALSE
39922119;Rua da Ericeira;FALSE
39928988;Rua de Espinho;FALSE
39928989;Rua de Cascais;FALSE
39928990;Rua de Vila do Conde;FALSE
39928991;Rua do Estoril;FALSE
39928992;;FALSE
39928994;Rua da Aguda;FALSE
39928995;Rua d'Alges;FALSE
39929091;Rua da Figueira da Foz;FALSE
39929092;Rua da Granja de Lordelo;FALSE
39929093;Rua da Cordoaria Velha de Lordelo;FALSE
39930970;;FALSE
39930984;Rua de Luis Cruz;FALSE
39931001;Rua do Senhor da Boa Morte;FALSE
39931645;;FALSE
39931648;;FALSE
39935521;Rua de Paulo da Gama;FALSE
39935523;Rua de Pedro Escobar;FALSE
39935524;;FALSE
39935525;;FALSE
39935632;Rua de Nossa Senhora da Ajuda;FALSE
40859288;;FALSE
40859289;Rua de Nicolau Coelho;FALSE
40859290;Rua de Costa Junior;TRUE
40859291;Rua Vieira da Silva;FALSE
40859292;Rua de Domingos Alvao;FALSE
41182337;Rua da Venezuela;FALSE
41182338;Rua de Ruben A.;FALSE
41182340;Rua de Manuel Bandeira;FALSE
41379105;Rua de Ruben A.;FALSE
41379106;Rua de Julio Brandao;FALSE
41379110;Rua de Ruben A.;FALSE
