41379111;Rua de Ruben A.;FALSE
47938035;;FALSE
63202741;;FALSE
63202743;;FALSE
63202744;;FALSE
63202745;;FALSE
63202748;;FALSE
95582019;Rua de Guilherme Braga;FALSE
95582036;Rua de Soares de Passos;FALSE
95841100;Via Panoramica;FALSE
95841106;;FALSE
95841112;Rua de Entre Campos;FALSE
95841130;;FALSE
95841135;Rua de Entre Campos;FALSE
95841140;Rua Professor Henrique David;FALSE
95841143;Via de Cintura Interna;FALSE
95841153;;FALSE
98835914;;FALSE
98835989;;FALSE
98836016;;FALSE
98836039;;FALSE
106441012;;FALSE
107613615;Rua das Estrelas;FALSE
120827014;;FALSE
120827015;;FALSE
128363658;Rua do Campo Alegre;TRUE
128635021;Rua de Ruben A.;FALSE
128635022;Rua de Ruben A.;FALSE
140357935;Rua de Antonio Cardoso;TRUE
153804028;Rua da Argentina;FALSE
153804354;;FALSE
153804355;;FALSE
153804358;Rua Orfeao do Porto;FALSE
167487329;Calcada da Arrabida;TRUE
167487347;Rua Antonio Jose de Almeida;FALSE
167487348;Rua Antonio Jose de Almeida;FALSE
167487350;Rua Dom Joao de Mascarenhas;FALSE
167487351;Rua Dom Joao de Mascarenhas;FALSE
167487352;Rua Dom Joao de Mascarenhas;FALSE
167487361;Rua de Diogo Botelho;TRUE
167487362;Rua de Diogo Botelho;TRUE
167487377;Rua do Campo Alegre;FALSE
167487378;Rua do Campo Alegre;FALSE
167487395;;TRUE
167487406;;FALSE
167487454;;TRUE
167487495;;FALSE
167487501;;FALSE
167487502;;FALSE
167487530;;FALSE
167487532;;FALSE
167487533;;TRUE
167487537;;FALSE
167487539;;TRUE
173184595;Rua Antonio Jose de Almeida;TRUE
173184596;;FALSE
173184597;;FALSE
173184598;;TRUE
173184599;;FALSE
173184600;;TRUE
173184601;;FALSE
173184602;;FALSE
173184603;;FALSE
173184604;;FALSE
173184605;Rua das Condominhas;TRUE
173184606;;FALSE
197863082;;FALSE
200256324;Rua Doutor Bernardino Machado;TRUE
200658763;Rua de Artur Napoleao;FALSE
207634488;Rua de Aleixo da Mota;FALSE
207634508;Rua de Dom Pedro de Meneses;FALSE
207634511;Rua de Dom Pedro de Meneses;FALSE
207634515;Rua de Paulo da Gama;FALSE
207634527;Rua das Condominhas;TRUE
207634530;Rua das Condominhas;TRUE
207724062;Rua de Diogo Botelho;TRUE
212712362;Rua de Pedro Olaio;FALSE
212712363;Rua de Diogo Botelho;TRUE
221369282;;FALSE
221372021;;FALSE
221999039;;FALSE
224646232;Rua do Campo Alegre;TRUE
224648421;Rua do Campo Alegre;TRUE
233453892;;FALSE
237715162;;TRUE
237715267;;TRUE
252061999;;TRUE
252062019;Rua Costa Nova;TRUE
252062020;;TRUE
252516522;Rua Bartolomeu Velho;TRUE
297622530;;TRUE
297622532;;TRUE
304680849;;FALSE
309557721;;FALSE
309557722;;FALSE
309557724;;FALSE
309557725;;FALSE
314026522;Rua de Grijo;TRUE
316967084;Rua de Grijo;TRUE
316967086;Rua de Grijo;TRUE
324604400;;FALSE
332479851;Rua das Estrelas;FALSE
332479931;;FALSE
332479932;;FALSE
346654346;;FALSE
347743211;;FALSE
348446383;;FALSE
348446384;;FALSE
374063068;Caminho_Biologia_Cc;FALSE
386440354;;FALSE
